3.8874	9.70 	13.114 	9.12 
3.8924	14.3	13.823 	9.83 
3.8974	20.7	13.454 	9.38 
3.9024	18.5	14.243 	10.26 
3.9074	16.0	12.832 	8.55 
3.9124	12.2	13.418 	9.23 
3.9174	3.6	11.402 	6.60 
3.9224	26.9	17.175 	12.70 
3.9274	24.2	15.663 	11.19 
3.9324	6.8	12.406 	8.11 
3.9374	13.5	12.725 	8.54 
3.9424	17.1	12.640 	8.66 
3.9474	22.2	14.857 	11.08 
3.9524	18.0	13.038 	9.35 
3.9574	21.0	13.952 	10.47 
3.9624	15.5	12.333 	8.45 
3.9674	14.4	13.224 	9.14 
3.9724	9.9	12.714 	9.02 
3.9774	9.2	11.711 	7.92 
3.9824	25.2	14.577 	10.90 
3.9874	10.0	12.115 	8.42 
3.9924	1.0	10.500 	6.60 
3.9974	18.5	12.748 	8.97 
4.0024	21.2	14.948 	11.07 
4.0074	21.0	14.350 	10.27 
4.0094	10.4	13.314 	8.92 
4.0114	25.0	15.364 	10.99 
4.0134	13.3	13.823 	9.23 
4.0154	14.8	13.630 	9.34 
4.0174	36.5	17.328 	13.17 
4.0224	32.7	16.708 	12.35 
4.0274	9.1	7.716 	6.02 
4.0324	22.3	15.255 	10.98 
4.0374	-2.4	11.700 	7.00 
4.0474	-1.2	12.600 	8.00 
4.0524	24.8	14.468 	10.30 
4.0574	14.7	13.929 	9.24 
4.0624	13.3	13.424 	9.23 
4.0674	10.7	12.315 	8.22 
4.0774	19.1	13.644 	9.96 
4.0874	12.2	12.919 	9.13 
4.0974	7.5	11.707 	7.61 
4.1074	9.9	12.614 	8.52 
4.1174	7.2	11.207 	7.31 
4.1274	10.0	12.714 	8.52 
4.1374	29.8	15.195 	11.23 
4.1424	12.4	12.520 	8.63 
4.1474	9.5	11.416 	7.32 
4.1574	29.4	15.593 	11.92 
4.1674	6.8	6.512 	4.82 
4.1774	26.0	14.478 	10.31 
4.1874	4.4	11.204 	7.01 
4.1924	27.7	14.687 	10.72 
4.1974	35.3	15.628 	11.67 
4.2004	49.1	20.096 	15.85 
4.2034	26.4	15.971 	11.99 
4.2074	29.7	15.195 	11.23 
4.2124	69.2	20.200 	16.59 
4.2174	64.3	19.848 	16.32 
4.2224	83.7	20.592 	17.31 
4.2274	124.5	24.005 	20.97 
4.2324	69.4	18.634 	15.52 
4.2374	99.4	22.172 	18.91 
4.2404	74.7	18.798 	15.80 
4.2424	47.0	15.733 	12.59 
4.2454	60.5	16.867 	13.95 
4.2474	66.3	17.029 	14.02 
4.2524	45.7	14.946 	12.01 
4.2574	75.9	17.657 	14.96 
4.2624	58.2	16.259 	13.34 
4.2674	75.6	17.754 	14.96 
4.2724	53.0	16.298 	13.36 
4.2774	38.4	14.271 	11.22 
4.2824	60.5	16.965 	14.04 
4.2874	60.1	16.085 	13.27 
4.2974	32.4	14.426 	11.26 
4.3074	64.0	16.812 	13.81 
4.3174	39.1	13.497 	10.65 
4.3274	27.9	13.297 	10.13 
4.3374	31.0	13.421 	10.36 
4.3474	14.0	11.428 	8.24 
4.3574	37.5	14.963 	11.81 
4.3674	34.8	13.845 	10.79 
4.3774	17.1	12.241 	8.96 
4.3874	20.5	13.254 	9.67 
4.3924	23.8	13.274 	9.60 
4.3974	17.5	12.141 	8.26 
4.4074	4.7	11.004 	6.21 
4.4174	16.9	12.341 	8.66 
4.4224	19.1	12.449 	8.67 
4.4274	9.9	11.915 	7.62 
4.4374	18.7	12.150 	8.47 
4.4474	3.0	10.202 	6.40 
4.4574	6.9	9.409 	6.11 
4.4774	12.2	11.222 	7.73 
4.4974	1.0	8.301 	4.30 
4.5174	12.7	10.224 	6.74 
4.5374	13.6	10.630 	7.54 
4.5474	14.7	10.837 	7.45 
4.5574	4.9	10.004 	6.21 
4.5674	7.8	10.612 	6.82 
4.5774	8.7	11.111 	7.52 
4.5874	2.0	8.701 	4.40 
