4.0974	-28	34.6	15.3
4.1074	18.9	44.7	15.6
4.1174	8.8	45.1	16.3
4.1274	-18.5	51.5	23.4
4.1374	27.2	65	39.9
4.1424	-25.3	48.1	22.9
4.1474	34	45.8	21.9
4.1574	8.1	41.5	14.9
4.1674	-3.5	22.2	11.9
4.1774	-17.5	48.8	22.2
4.1874	-25.5	31.5	13.9
4.1924	34.2	60.3	36.6
4.1974	109.4	70.7	48.6
4.2004	-18.7	52	23.6
4.2034	8.3	49.9	25.4
4.2074	41.1	62.1	39.7
4.2124	-32.4	31.6	15.5
4.2174	62.9	57	35.4
4.2224	7.5	45.3	23
4.2274	119.6	64.4	45
4.2324	73.4	63.5	44.2
4.2374	61.7	64.2	43.8
4.2404	63.2	57.9	39.3
4.2424	92.1	55.7	37
4.2454	112.5	63.8	45.7
4.2474	83.9	62.6	44.4
4.2524	132	67.4	49.8
4.2574	40.6	57.5	39.7
4.2624	55.7	54.5	35.7
4.2674	14	46.5	26.5
4.2724	7	47	27.3
4.2774	68.3	55.7	37.6
4.2824	103.6	66.2	48.5
4.2874	6.6	55.3	38
4.2974	63	61.1	42.8
4.3074	48.2	61.2	43.2
4.3174	63.5	54.9	38.3
4.3274	75.5	55.4	37.1
4.3374	102	59.2	41.6
4.3474	68.8	56.1	37.9
4.3574	79.5	61.9	42.9
4.3674	74.9	58.3	40.5
4.3774	14.1	55.3	36.3
4.3874	147.2	68.3	48.6
4.3924	39	54.2	32.4
4.3974	-24.2	62.2	40.6
4.4074	18.3	66.4	41.3
4.4174	46.4	57.7	36.6
4.4224	156.2	71.9	52
4.4274	17.1	50.2	24.6
4.4374	15	49.8	28.4
4.4474	0	45.6	23.9
4.4574	45.5	51.5	34
4.4774	62.4	57.2	38.8
4.4974	-35.3	47.1	27.7
4.5174	-38.9	39.2	20.9
4.5374	-12	42.3	25.8
4.5474	-19.3	36.6	17.5
4.5574	-13.7	38.1	17.3
4.5674	20.2	38.7	18.3
4.5774	0	40.7	21.3
4.5874	34.7	48.3	28.9
