4.05	19.0	46.02445002	46.02445002
4.055	-1.0	39.0001282	39.0001282
4.06	43.0	33.17468915	33.17468915
4.065	12.0	26.01922366	26.01922366
4.07	-25.0	31.06444913	31.06444913
4.08	36.0	32.13113755	32.13113755
4.09	33.0	34.09926685	34.09926685
4.1	77.0	39.4897455	39.4897455
4.11	29.0	33.08005441	33.08005441
4.12	28.0	32.07553585	32.07553585
4.13	41.0	40.13589416	40.13589416
4.14	98.0	42.71814603	42.71814603
4.145	113.0	46.87216658	46.87216658
4.15	48.0	39.18469089	39.18469089
4.16	158.0	46.73071795	46.73071795
4.17	53.0	28.31324778	28.31324778
4.18	149.0	52.36993412	52.36993412
4.19	193.0	54.2324626	54.2324626
4.195	215.0	60.49661148	60.49661148
4.2	195.0	55.24816739	55.24816739
4.203	246.0	63.15132619	63.15132619
4.206	225.0	59.77457654	59.77457654
4.21	247.0	61.28654012	61.28654012
4.215	307.0	65.77355092	65.77355092
4.22	225.0	57.87054518	57.87054518
4.225	248.0	56.57773414	56.57773414
4.23	288.0	60.53924347	60.53924347
4.235	254.0	58.6267004	58.6267004
4.24	245.0	57.44701907	57.44701907
4.243	252.0	54.85471721	54.85471721
4.245	166.0	47.88413098	47.88413098
4.248	197.0	52.43700983	52.43700983
4.25	158.0	46.73071795	46.73071795
4.255	129.0	44.21639967	44.21639967
4.26	135.0	45.30607023	45.30607023
4.265	132.0	45.2588113	45.2588113
4.27	167.0	48.87289637	48.87289637
4.275	149.0	48.48308984	48.48308984
4.28	191.0	50.3794601	50.3794601
4.285	158.0	51.56316515	51.56316515
4.29	125.0	49.03060269	49.03060269
4.3	232.0	62.81687671	62.81687671
4.31	243.0	63.05838564	63.05838564
4.32	333.0	70.23218635	70.23218635
4.33	363.0	75.76938696	75.76938696
4.34	462.0	84.52810184	84.52810184
4.35	465.0	86.41666506	86.41666506
4.36	268.0	74.15497286	74.15497286
4.37	577.0	101.1654091	101.1654091
4.38	668.0	108.1090191	108.1090191
4.39	887.0	133.454112	133.454112
4.395	674.0	116.2506344	116.2506344
4.4	697.0	118.0238959	118.0238959
4.41	655.0	120.9411427	120.9411427
4.42	692.0	118.7188275	118.7188275
4.425	867.0	128.3758544	128.3758544
4.43	673.0	120.6583607	120.6583607
4.44	685.0	120.2166378	120.2166378
4.45	546.0	112.8082001	112.8082001
4.46	564.0	106.0660643	106.0660643
4.48	455.0	99.86971513	99.86971513
4.5	500.0	100.3194896	100.3194896
4.52	470.0	94.77742347	94.77742347
4.54	627.0	103.0535783	103.0535783
4.55	478.0	97.77136595	97.77136595
4.56	509.0	100.6006461	100.6006461
4.57	554.0	105.7283784	105.7283784
4.58	493.0	100.0817666	100.0817666
4.59	534.0	105.0680256	105.0680256
