3.900   0       6
4.009	1.9	1.9
4.09	0	7.4
4.19	17.7	9.8
4.21	34.8	9.5
4.22	41.9	10.7
4.23	50.2	2.7
4.245	32.7	10.3
4.26	41	2.8
4.31	61.9	12.9
4.36	52.3	3.7
4.39	41.8	10.8
4.42	49.4	12.4

