3.8874	9.70 	13.101 	9.10 
3.8924	14.3	13.803 	9.804172377
3.8974	20.7	13.406 	9.309210278
3.9024	18.5	14.205 	10.20670858
3.9074	16.0	12.804 	8.506021397
3.9124	12.2	13.402 	9.203235083
3.9174	3.6	11.400 	6.600392716
3.9224	26.9	17.108 	12.61148064
3.9274	24.2	15.608 	11.11054706
3.9324	6.8	12.401 	8.101141648
3.9374	13.5	12.703 	8.504287154
3.9424	17.1	12.605 	8.606797546
3.9474	22.2	14.807 	11.00895708
3.9524	18.0	13.005 	9.306965134
3.9574	21.0	13.906 	10.40847731
3.9624	15.5	12.304 	8.405718292
3.9674	14.4	13.203 	9.104556222
3.9724	9.9	12.702 	9.002177737
3.9774	9.2	11.701 	7.902142494
3.9824	25.2	14.509 	10.8117536
3.9874	10.0	12.102 	8.402380615
3.9924	1.0	10.500 	6.600030303
3.9974	18.5	12.705 	8.907687691
4.0024	21.2	14.906 	11.0081686
4.0074	21.0	14.306 	10.2086434
4.0094	10.4	13.302 	8.90243023
4.0114	25.0	15.308 	10.91146186
4.0134	13.3	13.803 	9.203844631
4.0154	14.8	13.603 	9.304709345
4.0174	36.5	17.215 	13.02048002
4.0224	32.7	16.613 	12.21751677
4.0274	9.1	7.702 	6.002759699
4.0324	22.3	15.207 	10.90912077
4.0374	-2.4	11.700 	7.000164569
4.0474	-1.2	12.600 	8.000036
4.0524	24.8	14.409 	10.21205249
4.0574	14.7	13.903 	9.20469641
4.0624	13.3	13.403 	9.203844631
4.0674	10.7	12.302 	8.202791964
4.0774	19.1	13.605 	9.907367158
4.0874	12.2	12.902 	9.103270621
4.0974	7.5	11.701 	7.601480119
4.1074	9.9	12.602 	8.502305805
4.1174	7.2	11.201 	7.301420136
4.1274	10.0	12.702 	8.502352616
4.1374	29.8	15.112 	11.1159892
4.1424	12.4	12.502 	8.603575071
4.1474	9.5	11.402 	7.302472184
4.1574	29.4	15.511 	11.81464109
4.1674	6.8	6.501 	4.80192628
4.1774	26.0	14.409 	10.2132463
4.1874	4.4	11.200 	7.000553121
4.1924	27.7	14.611 	10.6144673
4.1974	35.3	15.516 	11.52165075
4.2004	49.1	19.924 	15.63087726
4.2034	26.4	15.909 	11.91170785
4.2074	29.7	15.112 	11.11588215
4.2124	69.2	19.848 	16.15937672
4.2174	64.3	19.542 	15.95192139
4.2224	83.7	20.070 	16.6841924
4.2274	124.5	23.035 	19.85673941
4.2324	69.4	18.253 	15.06408125
4.2374	99.4	21.492 	18.10944903
4.2404	74.7	18.361 	15.27324576
4.2424	47.0	15.528 	12.33586641
4.2454	60.5	16.544 	13.55411746
4.2474	66.3	16.653 	13.56496502
4.2524	45.7	14.728 	11.73564638
4.2574	75.9	17.167 	14.38034506
4.2624	58.2	15.943 	12.95240889
4.2674	75.6	17.266 	14.37971293
4.2724	53.0	16.035 	13.04314379
4.2774	38.4	14.121 	11.02677759
4.2824	60.5	16.644 	13.6537211
4.2874	60.1	15.746 	12.85631378
4.2974	32.4	14.315 	11.11889851
4.3074	64.0	16.450 	13.36145202
4.3174	39.1	13.323 	10.42935875
4.3274	27.9	13.212 	10.0155561
4.3374	31.0	13.314 	10.21882576
4.3474	14.0	11.403 	8.204779095
4.3574	37.5	14.819 	11.6242204
4.3674	34.8	13.718 	10.62282524
4.3774	17.1	12.205 	8.906568587
4.3874	20.5	13.206 	9.60875122
4.3924	23.8	13.209 	9.511917577
4.3974	17.5	12.105 	8.207466113
4.4074	4.7	11.000 	6.20071254
4.4174	16.9	12.305 	8.60663953
4.4224	19.1	12.406 	8.608479773
4.4274	9.9	11.902 	7.602578773
4.4374	18.7	12.106 	8.40832183
4.4474	3.0	10.200 	6.400281244
4.4574	6.9	9.401 	6.101560784
4.4774	12.2	11.203 	7.703865004
4.4974	1.0	8.300 	4.300046511
4.5174	12.7	10.203 	6.704812898
4.5374	13.6	10.603 	7.504930646
4.5474	14.7	10.804 	7.405837967
4.5574	4.9	10.000 	6.200774468
4.5674	7.8	10.601 	6.801789176
4.5774	8.7	11.101 	7.502018128
4.5874	2.0	8.700 	4.400181814
